player_name,season,week,score
Nicolas Bürgy,100,2,0
Nicolas Bürgy,100,3,0
Nicolas Bürgy,100,4,0
Nicolas Bürgy,100,5,0
Nicolas Bürgy,100,6,0
Nicolas Bürgy,100,7,0
Nicolas Bürgy,100,8,0
Nicolas Bürgy,100,9,0
Nicolas Bürgy,100,10,0
Nicolas Bürgy,100,11,0
Nicolas Bürgy,100,12,0
Nicolas Bürgy,100,13,0
Nicolas Bürgy,100,14,0
Nicolas Bürgy,100,15,0
Nicolas Bürgy,100,16,0
Nicolas Bürgy,100,17,0
Nicolas Bürgy,100,18,0
Nicolas Bürgy,200,0,0
Nicolas Bürgy,200,1,0
Nicolas Bürgy,200,2,0
Nicolas Bürgy,200,3,0
Nicolas Bürgy,200,4,0
Nicolas Bürgy,200,5,0
Nicolas Bürgy,200,6,0
Nicolas Bürgy,200,7,0
Nicolas Bürgy,200,8,0
Nicolas Bürgy,200,9,0
Nicolas Bürgy,200,10,0
Nicolas Bürgy,200,11,0
Nicolas Bürgy,200,12,0
Nicolas Bürgy,200,13,0
Nicolas Bürgy,200,14,0
Nicolas Bürgy,200,15,0
Nicolas Bürgy,200,16,0
Nicolas Bürgy,200,17,0
Nicolas Bürgy,400,0,0
Nicolas Bürgy,400,1,0
Nicolas Bürgy,400,2,0
Nicolas Bürgy,400,3,0
Nicolas Bürgy,400,4,0
Nicolas Bürgy,400,5,0
Nicolas Bürgy,400,6,0
Nicolas Bürgy,400,7,0
Nicolas Bürgy,400,8,0
Nicolas Bürgy,400,9,0
Nicolas Bürgy,400,10,0
Nicolas Bürgy,400,11,0
Nicolas Bürgy,400,12,0
Nicolas Bürgy,400,13,0
Nicolas Bürgy,400,14,0
Nicolas Bürgy,400,15,0
Nicolas Bürgy,400,16,0
Nicolas Bürgy,400,17,0
Nicolas Bürgy,500,0,0
Nicolas Bürgy,500,1,0
Nicolas Bürgy,500,2,0
Nicolas Bürgy,500,3,0
Nicolas Bürgy,500,4,0
Nicolas Bürgy,500,5,0
Nicolas Bürgy,500,6,0
Nicolas Bürgy,500,7,0
Nicolas Bürgy,500,8,0
Nicolas Bürgy,500,9,0
Nicolas Bürgy,500,10,0
Nicolas Bürgy,500,11,0
Nicolas Bürgy,500,12,0
Nicolas Bürgy,500,13,0
Nicolas Bürgy,500,14,0
Nicolas Bürgy,500,15,0
Nicolas Bürgy,500,16,0
Nicolas Bürgy,500,17,0
Nicolas Bürgy,600,0,0
Nicolas Bürgy,600,1,0
Nicolas Bürgy,600,2,0
Nicolas Bürgy,600,3,0
Nicolas Bürgy,600,4,0
Nicolas Bürgy,600,5,0
Nicolas Bürgy,600,6,0
Nicolas Bürgy,600,7,0
Nicolas Bürgy,600,8,0
Nicolas Bürgy,600,9,0
Nicolas Bürgy,600,10,0
Nicolas Bürgy,600,11,0
Nicolas Bürgy,600,12,0
Nicolas Bürgy,600,13,0
Nicolas Bürgy,600,14,0
Nicolas Bürgy,600,15,0
Nicolas Bürgy,600,16,0
Nicolas Bürgy,600,17,0
Nicolas Bürgy,700,0,0
Nicolas Bürgy,700,1,0
Nicolas Bürgy,700,2,0
Nicolas Bürgy,700,3,0
Nicolas Bürgy,700,4,0
Nicolas Bürgy,700,5,0
Nicolas Bürgy,700,6,0
Nicolas Bürgy,700,7,0
Nicolas Bürgy,700,8,0
Nicolas Bürgy,700,9,0
Nicolas Bürgy,700,10,0
Nicolas Bürgy,700,11,0
Nicolas Bürgy,700,12,0
Nicolas Bürgy,700,13,0
Nicolas Bürgy,700,14,0
Nicolas Bürgy,700,15,0
Nicolas Bürgy,700,16,0
Nicolas Bürgy,700,17,0
Nicolas Bürgy,900,1,0
Nicolas Bürgy,900,2,0
Nicolas Bürgy,900,3,0
Nicolas Bürgy,900,4,0
Nicolas Bürgy,900,5,0
Nicolas Bürgy,900,6,0
Nicolas Bürgy,900,7,0
Nicolas Bürgy,900,8,0
Nicolas Bürgy,900,9,0
Nicolas Bürgy,900,10,0
Nicolas Bürgy,900,11,0
Nicolas Bürgy,900,12,0
Nicolas Bürgy,900,13,0
Nicolas Bürgy,900,14,0
Nicolas Bürgy,900,15,0
Nicolas Bürgy,900,16,0
Nicolas Bürgy,900,17,0
Nicolas Bürgy,900,18,0
Nicolas Bürgy,1000,0,0
Nicolas Bürgy,1000,1,0
Nicolas Bürgy,1000,2,0
Nicolas Bürgy,1000,3,0
Nicolas Bürgy,1000,4,0
Nicolas Bürgy,1000,5,0
Nicolas Bürgy,1000,6,0
Nicolas Bürgy,1000,7,0
Nicolas Bürgy,1000,8,0
Nicolas Bürgy,1000,9,0
Nicolas Bürgy,1000,10,0
Nicolas Bürgy,1000,11,0
Nicolas Bürgy,1000,12,0
Nicolas Bürgy,1000,13,0
Nicolas Bürgy,1000,14,0
Nicolas Bürgy,1000,15,0
Nicolas Bürgy,1000,16,0
Nicolas Bürgy,1000,17,0
Nicolas Bürgy,1100,0,0
Nicolas Bürgy,1100,1,0
Nicolas Bürgy,1100,2,0
Nicolas Bürgy,1100,3,0
Nicolas Bürgy,1100,4,0
Nicolas Bürgy,1100,5,0
Nicolas Bürgy,1100,6,0
Nicolas Bürgy,1100,7,0
Nicolas Bürgy,1100,8,0
Nicolas Bürgy,1100,9,0
Nicolas Bürgy,1100,10,0
Nicolas Bürgy,1100,11,0
Nicolas Bürgy,1100,12,0
Nicolas Bürgy,1100,13,0
Nicolas Bürgy,1100,14,0
Nicolas Bürgy,1100,15,0
Nicolas Bürgy,1100,16,0
Nicolas Bürgy,1100,17,0
Nicolas Bürgy,1200,0,0
Nicolas Bürgy,1200,1,0
Nicolas Bürgy,1200,2,0
Nicolas Bürgy,1200,3,0
Nicolas Bürgy,1200,4,0
Nicolas Bürgy,1200,5,0
Nicolas Bürgy,1200,6,0
Nicolas Bürgy,1200,7,0
Nicolas Bürgy,1200,8,0
Nicolas Bürgy,1200,9,0
Nicolas Bürgy,1200,10,0
Nicolas Bürgy,1200,11,0
Nicolas Bürgy,1200,12,0
Nicolas Bürgy,1200,13,0
Nicolas Bürgy,1200,14,0
Nicolas Bürgy,1200,15,0
Nicolas Bürgy,1200,16,0
Nicolas Bürgy,1200,17,0
Nicolas Bürgy,1400,0,4
Nicolas Bürgy,1400,1,0
Nicolas Bürgy,1400,2,0
Nicolas Bürgy,1400,3,0
Nicolas Bürgy,1400,4,0
Nicolas Bürgy,1400,5,0
Nicolas Bürgy,1400,6,0
Nicolas Bürgy,1400,7,0
Nicolas Bürgy,1400,8,0
Nicolas Bürgy,1400,9,0
Nicolas Bürgy,1400,10,0
Nicolas Bürgy,1400,11,2
Nicolas Bürgy,1400,12,0
Nicolas Bürgy,1400,13,0
Nicolas Bürgy,1400,14,0
Nicolas Bürgy,1400,15,0
Nicolas Bürgy,1400,16,0
Nicolas Bürgy,1400,17,0
Nicolas Bürgy,1500,0,5
Nicolas Bürgy,1500,1,5
Nicolas Bürgy,1500,2,5
Nicolas Bürgy,1500,3,0
Nicolas Bürgy,1500,4,0
Nicolas Bürgy,1500,5,0
Nicolas Bürgy,1500,6,4
Nicolas Bürgy,1500,7,9
Nicolas Bürgy,1500,8,2
Nicolas Bürgy,1500,9,1
Nicolas Bürgy,1500,10,1
Nicolas Bürgy,1500,11,3
Nicolas Bürgy,1500,12,4
Nicolas Bürgy,1500,13,-1
Nicolas Bürgy,1500,14,0
Nicolas Bürgy,1500,15,4
Nicolas Bürgy,1500,16,0
Nicolas Bürgy,1500,17,0
Nicolas Bürgy,1600,0,4
Nicolas Bürgy,1600,1,5
Nicolas Bürgy,1600,2,2
Nicolas Bürgy,1600,3,2
Nicolas Bürgy,1600,4,0
Nicolas Bürgy,1600,5,0
Nicolas Bürgy,1600,6,2
Nicolas Bürgy,1600,7,1
Nicolas Bürgy,1600,8,8
Nicolas Bürgy,1600,9,1
Nicolas Bürgy,1600,10,3
Nicolas Bürgy,1600,11,3
Nicolas Bürgy,1600,12,1
Nicolas Bürgy,1600,13,4
Nicolas Bürgy,1600,14,6
Nicolas Bürgy,1600,15,0
Nicolas Bürgy,1600,16,2
Nicolas Bürgy,1600,17,3
Nicolas Bürgy,1700,0,0
Nicolas Bürgy,1700,1,0
Nicolas Bürgy,1700,2,0
Nicolas Bürgy,1700,3,0
Nicolas Bürgy,1700,4,0
Nicolas Bürgy,1700,5,0
Nicolas Bürgy,1700,6,0
Nicolas Bürgy,1700,7,0
Nicolas Bürgy,1700,8,0
Nicolas Bürgy,1700,9,0
Nicolas Bürgy,1700,10,0
Nicolas Bürgy,1700,11,0
Nicolas Bürgy,1700,12,1
Nicolas Bürgy,1700,13,0
Nicolas Bürgy,1700,14,1
Nicolas Bürgy,1700,15,0
Nicolas Bürgy,1700,16,2
Nicolas Bürgy,1700,17,2
Nicolas Bürgy,1900,0,0
Nicolas Bürgy,1900,1,0
Nicolas Bürgy,1900,2,0
Nicolas Bürgy,1900,3,0
Nicolas Bürgy,1900,4,0
Nicolas Bürgy,1900,5,0
Nicolas Bürgy,1900,6,0
Nicolas Bürgy,1900,7,0
Nicolas Bürgy,1900,8,0
Nicolas Bürgy,1900,9,0
Nicolas Bürgy,1900,10,0
Nicolas Bürgy,1900,11,0
Nicolas Bürgy,1900,12,0
Nicolas Bürgy,1900,13,0
Nicolas Bürgy,1900,14,0
Nicolas Bürgy,1900,15,0
Nicolas Bürgy,1900,16,0
Nicolas Bürgy,1900,17,0
Nicolas Bürgy,2000,0,0
Nicolas Bürgy,2000,1,0
Nicolas Bürgy,2000,2,0
Nicolas Bürgy,2000,3,0
Nicolas Bürgy,2000,4,0
Nicolas Bürgy,2000,5,0
Nicolas Bürgy,2000,6,0
Nicolas Bürgy,2000,7,0
Nicolas Bürgy,2000,8,0
Nicolas Bürgy,2000,9,0
Nicolas Bürgy,2000,10,0
Nicolas Bürgy,2000,11,0
Nicolas Bürgy,2000,12,0
Nicolas Bürgy,2000,13,0
Nicolas Bürgy,2000,14,0
Nicolas Bürgy,2000,15,0
Nicolas Bürgy,2000,16,0
Nicolas Bürgy,2000,17,0
Nicolas Bürgy,2100,0,2
Nicolas Bürgy,2100,1,1
Nicolas Bürgy,2100,2,4
Nicolas Bürgy,2100,3,9
Nicolas Bürgy,2100,4,5
Nicolas Bürgy,2100,5,2
Nicolas Bürgy,2100,6,0
Nicolas Bürgy,2100,7,0
Nicolas Bürgy,2100,8,6
Nicolas Bürgy,2100,9,0
Nicolas Bürgy,2100,10,0
Nicolas Bürgy,2100,11,2
Nicolas Bürgy,2100,12,6
Nicolas Bürgy,2100,13,4
Ulisses Garcia,100,1,0
Ulisses Garcia,100,2,0
Ulisses Garcia,100,3,0
Ulisses Garcia,100,4,0
Ulisses Garcia,100,5,0
Ulisses Garcia,100,6,0
Ulisses Garcia,100,7,0
Ulisses Garcia,100,8,0
Ulisses Garcia,100,9,0
Ulisses Garcia,100,10,0
Ulisses Garcia,100,11,0
Ulisses Garcia,100,12,0
Ulisses Garcia,100,13,0
Ulisses Garcia,100,14,0
Ulisses Garcia,100,15,0
Ulisses Garcia,100,16,0
Ulisses Garcia,100,17,0
Ulisses Garcia,100,18,0
Ulisses Garcia,200,0,0
Ulisses Garcia,200,1,0
Ulisses Garcia,200,2,0
Ulisses Garcia,200,3,0
Ulisses Garcia,200,4,0
Ulisses Garcia,200,5,0
Ulisses Garcia,200,6,0
Ulisses Garcia,200,7,0
Ulisses Garcia,200,8,0
Ulisses Garcia,200,9,0
Ulisses Garcia,200,10,0
Ulisses Garcia,200,11,0
Ulisses Garcia,200,12,0
Ulisses Garcia,200,13,0
Ulisses Garcia,200,14,0
Ulisses Garcia,200,15,0
Ulisses Garcia,200,16,0
Ulisses Garcia,200,17,0
Ulisses Garcia,400,0,0
Ulisses Garcia,400,1,0
Ulisses Garcia,400,2,0
Ulisses Garcia,400,3,0
Ulisses Garcia,400,4,0
Ulisses Garcia,400,5,0
Ulisses Garcia,400,6,0
Ulisses Garcia,400,7,0
Ulisses Garcia,400,8,0
Ulisses Garcia,400,9,0
Ulisses Garcia,400,10,0
Ulisses Garcia,400,11,0
Ulisses Garcia,400,12,0
Ulisses Garcia,400,13,0
Ulisses Garcia,400,14,0
Ulisses Garcia,400,15,0
Ulisses Garcia,400,16,0
Ulisses Garcia,400,17,0
Ulisses Garcia,500,1,0
Ulisses Garcia,500,2,0
Ulisses Garcia,500,3,0
Ulisses Garcia,500,4,0
Ulisses Garcia,500,5,0
Ulisses Garcia,500,6,0
Ulisses Garcia,500,7,0
Ulisses Garcia,500,8,0
Ulisses Garcia,500,9,0
Ulisses Garcia,500,10,0
Ulisses Garcia,500,11,0
Ulisses Garcia,500,12,0
Ulisses Garcia,500,13,0
Ulisses Garcia,500,14,0
Ulisses Garcia,500,15,0
Ulisses Garcia,500,16,0
Ulisses Garcia,500,17,0
Ulisses Garcia,500,18,0
Ulisses Garcia,600,1,0
Ulisses Garcia,600,2,0
Ulisses Garcia,600,3,0
Ulisses Garcia,600,4,0
Ulisses Garcia,600,5,0
Ulisses Garcia,600,6,0
Ulisses Garcia,600,7,0
Ulisses Garcia,600,8,0
Ulisses Garcia,600,9,0
Ulisses Garcia,600,10,0
Ulisses Garcia,600,11,0
Ulisses Garcia,600,12,0
Ulisses Garcia,600,13,0
Ulisses Garcia,600,14,0
Ulisses Garcia,600,15,0
Ulisses Garcia,600,16,0
Ulisses Garcia,600,17,0
Ulisses Garcia,600,18,0
Ulisses Garcia,700,1,0
Ulisses Garcia,700,2,0
Ulisses Garcia,700,3,0
Ulisses Garcia,700,4,0
Ulisses Garcia,700,5,0
Ulisses Garcia,700,6,0
Ulisses Garcia,700,7,0
Ulisses Garcia,700,8,0
Ulisses Garcia,700,9,0
Ulisses Garcia,700,10,0
Ulisses Garcia,700,11,0
Ulisses Garcia,700,12,0
Ulisses Garcia,700,13,0
Ulisses Garcia,700,14,0
Ulisses Garcia,700,15,0
Ulisses Garcia,700,16,0
Ulisses Garcia,700,17,0
Ulisses Garcia,700,18,0
Ulisses Garcia,900,1,0
Ulisses Garcia,900,2,0
Ulisses Garcia,900,3,0
Ulisses Garcia,900,4,0
Ulisses Garcia,900,5,0
Ulisses Garcia,900,6,0
Ulisses Garcia,900,7,0
Ulisses Garcia,900,8,0
Ulisses Garcia,900,9,0
Ulisses Garcia,900,10,0
Ulisses Garcia,900,11,0
Ulisses Garcia,900,12,0
Ulisses Garcia,900,13,0
Ulisses Garcia,900,14,0
Ulisses Garcia,900,15,0
Ulisses Garcia,900,16,0
Ulisses Garcia,900,17,0
Ulisses Garcia,900,18,0
Ulisses Garcia,1000,0,0
Ulisses Garcia,1000,1,0
Ulisses Garcia,1000,2,0
Ulisses Garcia,1000,3,0
Ulisses Garcia,1000,4,0
Ulisses Garcia,1000,5,0
Ulisses Garcia,1000,6,0
Ulisses Garcia,1000,7,0
Ulisses Garcia,1000,8,0
Ulisses Garcia,1000,9,0
Ulisses Garcia,1000,10,0
Ulisses Garcia,1000,11,0
Ulisses Garcia,1000,12,0
Ulisses Garcia,1000,13,0
Ulisses Garcia,1000,14,0
Ulisses Garcia,1000,15,0
Ulisses Garcia,1000,16,0
Ulisses Garcia,1000,17,0
Ulisses Garcia,1100,0,0
Ulisses Garcia,1100,1,0
Ulisses Garcia,1100,2,0
Ulisses Garcia,1100,3,0
Ulisses Garcia,1100,4,0
Ulisses Garcia,1100,5,0
Ulisses Garcia,1100,6,0
Ulisses Garcia,1100,7,0
Ulisses Garcia,1100,8,0
Ulisses Garcia,1100,9,0
Ulisses Garcia,1100,10,0
Ulisses Garcia,1100,11,0
Ulisses Garcia,1100,12,0
Ulisses Garcia,1100,13,0
Ulisses Garcia,1100,14,0
Ulisses Garcia,1100,15,0
Ulisses Garcia,1100,16,0
Ulisses Garcia,1100,17,0
Ulisses Garcia,1200,0,0
Ulisses Garcia,1200,1,0
Ulisses Garcia,1200,2,0
Ulisses Garcia,1200,3,0
Ulisses Garcia,1200,4,0
Ulisses Garcia,1200,5,0
Ulisses Garcia,1200,6,0
Ulisses Garcia,1200,7,0
Ulisses Garcia,1200,8,0
Ulisses Garcia,1200,9,0
Ulisses Garcia,1200,10,0
Ulisses Garcia,1200,11,0
Ulisses Garcia,1200,12,0
Ulisses Garcia,1200,13,0
Ulisses Garcia,1200,14,0
Ulisses Garcia,1200,15,0
Ulisses Garcia,1200,16,0
Ulisses Garcia,1200,17,0
Ulisses Garcia,1400,0,0
Ulisses Garcia,1400,1,0
Ulisses Garcia,1400,2,0
Ulisses Garcia,1400,3,0
Ulisses Garcia,1400,4,0
Ulisses Garcia,1400,5,0
Ulisses Garcia,1400,6,0
Ulisses Garcia,1400,7,0
Ulisses Garcia,1400,8,0
Ulisses Garcia,1400,9,0
Ulisses Garcia,1400,10,0
Ulisses Garcia,1400,11,0
Ulisses Garcia,1400,12,0
Ulisses Garcia,1400,13,0
Ulisses Garcia,1400,14,0
Ulisses Garcia,1400,15,0
Ulisses Garcia,1400,16,0
Ulisses Garcia,1400,17,0
Ulisses Garcia,1500,0,0
Ulisses Garcia,1500,1,0
Ulisses Garcia,1500,2,0
Ulisses Garcia,1500,3,0
Ulisses Garcia,1500,4,0
Ulisses Garcia,1500,5,0
Ulisses Garcia,1500,6,0
Ulisses Garcia,1500,7,0
Ulisses Garcia,1500,8,0
Ulisses Garcia,1500,9,0
Ulisses Garcia,1500,10,0
Ulisses Garcia,1500,11,0
Ulisses Garcia,1500,12,0
Ulisses Garcia,1500,13,0
Ulisses Garcia,1500,14,0
Ulisses Garcia,1500,15,0
Ulisses Garcia,1500,16,0
Ulisses Garcia,1500,17,0
Ulisses Garcia,1600,0,0
Ulisses Garcia,1600,1,0
Ulisses Garcia,1600,2,0
Ulisses Garcia,1600,3,0
Ulisses Garcia,1600,4,0
Ulisses Garcia,1600,5,0
Ulisses Garcia,1600,6,0
Ulisses Garcia,1600,7,0
Ulisses Garcia,1600,8,0
Ulisses Garcia,1600,9,0
Ulisses Garcia,1600,10,0
Ulisses Garcia,1600,11,0
Ulisses Garcia,1600,12,0
Ulisses Garcia,1600,13,0
Ulisses Garcia,1600,14,0
Ulisses Garcia,1600,15,0
Ulisses Garcia,1600,16,0
Ulisses Garcia,1600,17,0
Ulisses Garcia,1700,0,0
Ulisses Garcia,1700,1,0
Ulisses Garcia,1700,2,0
Ulisses Garcia,1700,3,0
Ulisses Garcia,1700,4,0
Ulisses Garcia,1700,5,0
Ulisses Garcia,1700,6,0
Ulisses Garcia,1700,7,0
Ulisses Garcia,1700,8,0
Ulisses Garcia,1700,9,0
Ulisses Garcia,1700,10,0
Ulisses Garcia,1700,11,0
Ulisses Garcia,1700,12,0
Ulisses Garcia,1700,13,0
Ulisses Garcia,1700,14,0
Ulisses Garcia,1700,15,0
Ulisses Garcia,1700,16,0
Ulisses Garcia,1700,17,0
Ulisses Garcia,1900,0,5
Ulisses Garcia,1900,1,0
Ulisses Garcia,1900,2,4
Ulisses Garcia,1900,3,0
Ulisses Garcia,1900,4,0
Ulisses Garcia,1900,5,0
Ulisses Garcia,1900,6,6
Ulisses Garcia,1900,7,0
Ulisses Garcia,1900,8,0
Ulisses Garcia,1900,9,5
Ulisses Garcia,1900,10,6
Ulisses Garcia,1900,11,0
Ulisses Garcia,1900,12,6
Ulisses Garcia,1900,13,4
Ulisses Garcia,1900,14,2
Ulisses Garcia,1900,15,0
Ulisses Garcia,1900,16,0
Ulisses Garcia,1900,17,0
Ulisses Garcia,2000,0,8
Ulisses Garcia,2000,1,1
Ulisses Garcia,2000,2,0
Ulisses Garcia,2000,3,5
Ulisses Garcia,2000,4,5
Ulisses Garcia,2000,5,3
Ulisses Garcia,2000,6,3
Ulisses Garcia,2000,7,0
Ulisses Garcia,2000,8,2
Ulisses Garcia,2000,9,7
Ulisses Garcia,2000,10,0
Ulisses Garcia,2000,11,1
Ulisses Garcia,2000,12,6
Ulisses Garcia,2000,13,6
Ulisses Garcia,2000,14,2
Ulisses Garcia,2000,15,6
Ulisses Garcia,2000,16,1
Ulisses Garcia,2000,17,2
Ulisses Garcia,2100,0,5
Ulisses Garcia,2100,1,0
Ulisses Garcia,2100,2,3
Ulisses Garcia,2100,3,5
Ulisses Garcia,2100,4,8
Ulisses Garcia,2100,5,4
Ulisses Garcia,2100,6,4
Ulisses Garcia,2100,7,1
Ulisses Garcia,2100,8,5
Ulisses Garcia,2100,9,3
Ulisses Garcia,2100,10,7
Ulisses Garcia,2100,11,7
Ulisses Garcia,2100,12,6
Ulisses Garcia,2100,13,4
Saidy Janko,100,0,0
Saidy Janko,100,1,0
Saidy Janko,100,2,0
Saidy Janko,100,3,0
Saidy Janko,100,4,0
Saidy Janko,100,5,0
Saidy Janko,100,6,0
Saidy Janko,100,7,0
Saidy Janko,100,8,0
Saidy Janko,100,9,0
Saidy Janko,100,10,0
Saidy Janko,100,11,0
Saidy Janko,100,12,0
Saidy Janko,100,13,0
Saidy Janko,100,14,0
Saidy Janko,100,15,0
Saidy Janko,100,16,0
Saidy Janko,100,17,0
Saidy Janko,200,0,0
Saidy Janko,200,1,0
Saidy Janko,200,2,0
Saidy Janko,200,3,0
Saidy Janko,200,4,0
Saidy Janko,200,5,0
Saidy Janko,200,6,0
Saidy Janko,200,7,0
Saidy Janko,200,8,0
Saidy Janko,200,9,0
Saidy Janko,200,10,0
Saidy Janko,200,11,0
Saidy Janko,200,12,0
Saidy Janko,200,13,0
Saidy Janko,200,14,0
Saidy Janko,200,15,0
Saidy Janko,200,16,0
Saidy Janko,200,17,0
Saidy Janko,400,0,0
Saidy Janko,400,1,0
Saidy Janko,400,2,0
Saidy Janko,400,3,0
Saidy Janko,400,4,0
Saidy Janko,400,5,0
Saidy Janko,400,6,0
Saidy Janko,400,7,0
Saidy Janko,400,8,0
Saidy Janko,400,9,0
Saidy Janko,400,10,0
Saidy Janko,400,11,0
Saidy Janko,400,12,0
Saidy Janko,400,13,0
Saidy Janko,400,14,0
Saidy Janko,400,15,0
Saidy Janko,400,16,0
Saidy Janko,400,17,0
Saidy Janko,500,0,0
Saidy Janko,500,1,0
Saidy Janko,500,2,0
Saidy Janko,500,3,0
Saidy Janko,500,4,0
Saidy Janko,500,5,0
Saidy Janko,500,6,0
Saidy Janko,500,7,0
Saidy Janko,500,8,0
Saidy Janko,500,9,0
Saidy Janko,500,10,0
Saidy Janko,500,11,0
Saidy Janko,500,12,0
Saidy Janko,500,13,0
Saidy Janko,500,14,0
Saidy Janko,500,15,0
Saidy Janko,500,16,0
Saidy Janko,500,17,0
Saidy Janko,600,0,0
Saidy Janko,600,1,0
Saidy Janko,600,2,0
Saidy Janko,600,3,0
Saidy Janko,600,4,0
Saidy Janko,600,5,0
Saidy Janko,600,6,0
Saidy Janko,600,7,0
Saidy Janko,600,8,0
Saidy Janko,600,9,0
Saidy Janko,600,10,0
Saidy Janko,600,11,0
Saidy Janko,600,12,0
Saidy Janko,600,13,0
Saidy Janko,600,14,0
Saidy Janko,600,15,0
Saidy Janko,600,16,0
Saidy Janko,600,17,0
Saidy Janko,700,0,0
Saidy Janko,700,1,0
Saidy Janko,700,2,0
Saidy Janko,700,3,0
Saidy Janko,700,4,0
Saidy Janko,700,5,0
Saidy Janko,700,6,0
Saidy Janko,700,7,0
Saidy Janko,700,8,0
Saidy Janko,700,9,0
Saidy Janko,700,10,0
Saidy Janko,700,11,0
Saidy Janko,700,12,0
Saidy Janko,700,13,0
Saidy Janko,700,14,0
Saidy Janko,700,15,0
Saidy Janko,700,16,0
Saidy Janko,700,17,0
Saidy Janko,900,0,0
Saidy Janko,900,1,0
Saidy Janko,900,2,0
Saidy Janko,900,3,0
Saidy Janko,900,4,0
Saidy Janko,900,5,0
Saidy Janko,900,6,0
Saidy Janko,900,7,0
Saidy Janko,900,8,0
Saidy Janko,900,9,0
Saidy Janko,900,10,0
Saidy Janko,900,11,0
Saidy Janko,900,12,0
Saidy Janko,900,13,0
Saidy Janko,900,14,0
Saidy Janko,900,15,0
Saidy Janko,900,16,0
Saidy Janko,900,17,0
Saidy Janko,1000,0,0
Saidy Janko,1000,1,0
Saidy Janko,1000,2,0
Saidy Janko,1000,3,0
Saidy Janko,1000,4,0
Saidy Janko,1000,5,0
Saidy Janko,1000,6,0
Saidy Janko,1000,7,0
Saidy Janko,1000,8,0
Saidy Janko,1000,9,0
Saidy Janko,1000,10,0
Saidy Janko,1000,11,0
Saidy Janko,1000,12,0
Saidy Janko,1000,13,0
Saidy Janko,1000,14,0
Saidy Janko,1000,15,0
Saidy Janko,1000,16,0
Saidy Janko,1000,17,0
Saidy Janko,1100,0,0
Saidy Janko,1100,1,0
Saidy Janko,1100,2,0
Saidy Janko,1100,3,0
Saidy Janko,1100,4,0
Saidy Janko,1100,5,0
Saidy Janko,1100,6,0
Saidy Janko,1100,7,0
Saidy Janko,1100,8,0
Saidy Janko,1100,9,0
Saidy Janko,1100,10,0
Saidy Janko,1100,11,0
Saidy Janko,1100,12,0
Saidy Janko,1100,13,0
Saidy Janko,1100,14,0
Saidy Janko,1100,15,0
Saidy Janko,1100,16,0
Saidy Janko,1100,17,0
Saidy Janko,1200,0,0
Saidy Janko,1200,1,0
Saidy Janko,1200,2,0
Saidy Janko,1200,3,0
Saidy Janko,1200,4,0
Saidy Janko,1200,5,0
Saidy Janko,1200,6,0
Saidy Janko,1200,7,0
Saidy Janko,1200,8,0
Saidy Janko,1200,9,0
Saidy Janko,1200,10,0
Saidy Janko,1200,11,0
Saidy Janko,1200,12,0
Saidy Janko,1200,13,0
Saidy Janko,1200,14,0
Saidy Janko,1200,15,0
Saidy Janko,1200,16,0
Saidy Janko,1200,17,0
Saidy Janko,1400,0,0
Saidy Janko,1400,1,0
Saidy Janko,1400,2,0
Saidy Janko,1400,3,0
Saidy Janko,1400,4,0
Saidy Janko,1400,5,0
Saidy Janko,1400,6,0
Saidy Janko,1400,7,0
Saidy Janko,1400,8,0
Saidy Janko,1400,9,0
Saidy Janko,1400,10,0
Saidy Janko,1400,11,0
Saidy Janko,1400,12,0
Saidy Janko,1400,13,0
Saidy Janko,1400,14,0
Saidy Janko,1400,15,0
Saidy Janko,1400,16,0
Saidy Janko,1400,17,0
Saidy Janko,1500,0,0
Saidy Janko,1500,1,0
Saidy Janko,1500,2,0
Saidy Janko,1500,3,0
Saidy Janko,1500,4,0
Saidy Janko,1500,5,0
Saidy Janko,1500,6,0
Saidy Janko,1500,7,0
Saidy Janko,1500,8,0
Saidy Janko,1500,9,0
Saidy Janko,1500,10,0
Saidy Janko,1500,11,0
Saidy Janko,1500,12,0
Saidy Janko,1500,13,0
Saidy Janko,1500,14,0
Saidy Janko,1500,15,0
Saidy Janko,1500,16,0
Saidy Janko,1500,17,0
Saidy Janko,1600,0,0
Saidy Janko,1600,1,0
Saidy Janko,1600,2,0
Saidy Janko,1600,3,0
Saidy Janko,1600,4,0
Saidy Janko,1600,5,0
Saidy Janko,1600,6,0
Saidy Janko,1600,7,0
Saidy Janko,1600,8,0
Saidy Janko,1600,9,0
Saidy Janko,1600,10,0
Saidy Janko,1600,11,0
Saidy Janko,1600,12,0
Saidy Janko,1600,13,0
Saidy Janko,1600,14,0
Saidy Janko,1600,15,0
Saidy Janko,1600,16,0
Saidy Janko,1600,17,0
Saidy Janko,1700,0,0
Saidy Janko,1700,1,0
Saidy Janko,1700,2,0
Saidy Janko,1700,3,0
Saidy Janko,1700,4,0
Saidy Janko,1700,5,0
Saidy Janko,1700,6,0
Saidy Janko,1700,7,0
Saidy Janko,1700,8,0
Saidy Janko,1700,9,0
Saidy Janko,1700,10,0
Saidy Janko,1700,11,0
Saidy Janko,1700,12,0
Saidy Janko,1700,13,0
Saidy Janko,1700,14,0
Saidy Janko,1700,15,0
Saidy Janko,1700,16,0
Saidy Janko,1700,17,0
Saidy Janko,1900,1,0
Saidy Janko,1900,2,0
